run_id,planning_attempt_id,collision_segments,generated,optimizer_input,optimizer_success,original_candidate_id,selected_candidate_id,selected_reached_downstream,normal_bspline_publish_count,critical_violation,critical_reasons,qualified,candidate_id,candidate_optimizer_success,original_cost,final_cost,is_original,is_selected
mirror-r2,7,0,1,1,1,1,1,True,7,False,,False,1,True,0.03596856857572563,0.03596856857572563,True,True
mirror-r2,8,0,1,1,1,1,1,True,8,False,,False,1,True,0.022746370381468702,0.022746370381468702,True,True
mirror-r2,9,0,1,1,1,1,1,True,9,False,,False,1,True,0.024072909285389323,0.024072909285389323,True,True
mirror-r2,10,0,1,1,1,1,1,True,10,False,,False,1,True,0.02223063971481885,0.02223063971481885,True,True
mirror-r2,11,0,1,1,1,1,1,True,11,False,,False,1,True,0.02675417771336888,0.02675417771336888,True,True
mirror-r2,12,0,1,1,1,1,1,True,12,False,,False,1,True,0.014458095771386556,0.014458095771386556,True,True
mirror-r2,13,0,1,1,1,1,1,True,13,False,,False,1,True,0.015309983002508045,0.015309983002508045,True,True
mirror-r2,14,0,1,1,1,1,1,True,14,False,,False,1,True,0.01575605524475889,0.01575605524475889,True,True
mirror-r2,15,0,1,1,1,1,1,True,15,False,,False,1,True,0.019746128935695155,0.019746128935695155,True,True
mirror-r2,16,0,1,1,1,1,1,True,16,False,,False,1,True,0.024615153840845398,0.024615153840845398,True,True
mirror-r2,17,0,1,1,1,1,1,True,17,False,,False,1,True,0.010279838138738008,0.010279838138738008,True,True
mirror-r2,18,0,1,1,1,1,1,True,18,False,,False,1,True,0.00824953652320988,0.00824953652320988,True,True
mirror-r2,19,0,1,1,1,1,1,True,19,False,,False,1,True,0.009469050519828808,0.009469050519828808,True,True
mirror-r2,20,0,1,1,1,1,1,True,20,False,,False,1,True,0.012560928697574757,0.012560928697574757,True,True
mirror-r2,21,0,1,1,1,1,1,True,21,False,,False,1,True,0.0181953718433968,0.0181953718433968,True,True
mirror-r2,22,0,1,1,1,1,1,True,22,False,,False,1,True,0.005032746253299537,0.005032746253299537,True,True
mirror-r2,23,0,1,1,1,1,1,True,23,False,,False,1,True,0.006224873817978897,0.006224873817978897,True,True
mirror-r2,24,0,1,1,1,1,1,True,24,False,,False,1,True,0.014449584589208139,0.014449584589208139,True,True
mirror-r2,25,0,1,1,1,1,1,True,25,False,,False,1,True,0.005713058076574782,0.005713058076574782,True,True
mirror-r2,26,0,1,1,1,1,1,True,26,False,,False,1,True,0.009424712518426404,0.009424712518426404,True,True
mirror-r2,27,0,1,1,1,1,1,True,27,False,,False,1,True,0.03613556896120381,0.03613556896120381,True,True
mirror-r2,28,0,1,1,1,1,1,True,28,False,,False,1,True,0.020666000353678556,0.020666000353678556,True,True
mirror-r2,29,0,1,1,1,1,1,True,29,False,,False,1,True,0.034224067376936715,0.034224067376936715,True,True
mirror-r2,30,0,1,1,1,1,1,True,30,False,,False,1,True,0.019475978872617695,0.019475978872617695,True,True
mirror-r2,31,0,1,1,1,1,1,True,31,False,,False,1,True,0.03263627431952369,0.03263627431952369,True,True
mirror-r2,32,0,1,1,1,1,1,True,32,False,,False,1,True,0.01776852199559652,0.01776852199559652,True,True
mirror-r2,33,0,1,1,1,1,1,True,33,False,,False,1,True,0.029971817091648707,0.029971817091648707,True,True
mirror-r2,34,0,1,1,1,1,1,True,34,False,,False,1,True,0.016595132621991932,0.016595132621991932,True,True
mirror-r2,35,0,1,1,1,1,1,True,35,False,,False,1,True,0.029802707012244183,0.029802707012244183,True,True
mirror-r2,36,0,1,1,1,1,1,True,36,False,,False,1,True,0.028478677170141055,0.028478677170141055,True,True
mirror-r2,37,0,1,1,1,1,1,True,37,False,,False,1,True,0.02205008395947272,0.02205008395947272,True,True
mirror-r2,38,0,1,1,1,1,1,True,38,False,,False,1,True,0.035330469681529926,0.035330469681529926,True,True
mirror-r2,39,0,1,1,1,1,1,True,39,False,,False,1,True,0.02214651565114424,0.02214651565114424,True,True
mirror-r2,40,0,1,1,1,1,1,True,40,False,,False,1,True,0.04555015271798084,0.04555015271798084,True,True
mirror-r2,41,0,1,1,1,1,1,True,41,False,,False,1,True,0.03238333863596861,0.03238333863596861,True,True
mirror-r2,42,0,1,1,1,1,1,True,42,False,,False,1,True,0.008639313436604928,0.008639313436604928,True,True
mirror-r3,1,0,1,1,1,1,1,True,1,False,,False,1,True,0.4470551300348624,0.4470551300348624,True,True
mirror-r3,2,0,1,1,1,1,1,True,2,False,,False,1,True,0.12163912112898217,0.12163912112898217,True,True
mirror-r3,3,0,1,1,1,1,1,True,3,False,,False,1,True,0.053634180529295715,0.053634180529295715,True,True
mirror-r3,4,0,1,1,1,1,1,True,4,False,,False,1,True,0.044886141101913045,0.044886141101913045,True,True
mirror-r3,5,0,1,1,1,1,1,True,5,False,,False,1,True,0.030412694496102295,0.030412694496102295,True,True
mirror-r3,6,0,1,1,1,1,1,True,6,False,,False,1,True,0.03686395748490301,0.03686395748490301,True,True
mirror-r3,7,0,1,1,1,1,1,True,7,False,,False,1,True,0.035779618488976685,0.035779618488976685,True,True
mirror-r3,8,0,1,1,1,1,1,True,8,False,,False,1,True,0.022674152768763573,0.022674152768763573,True,True
mirror-r3,9,0,1,1,1,1,1,True,9,False,,False,1,True,0.023814164049699136,0.023814164049699136,True,True
mirror-r3,10,0,1,1,1,1,1,True,10,False,,False,1,True,0.021745969751430352,0.021745969751430352,True,True
mirror-r3,11,0,1,1,1,1,1,True,11,False,,False,1,True,0.026088952573538285,0.026088952573538285,True,True
mirror-r3,12,0,1,1,1,1,1,True,12,False,,False,1,True,0.01420862018750367,0.01420862018750367,True,True
mirror-r3,13,0,1,1,1,1,1,True,13,False,,False,1,True,0.0149194144031972,0.0149194144031972,True,True
mirror-r3,14,0,1,1,1,1,1,True,14,False,,False,1,True,0.01532980366751808,0.01532980366751808,True,True
mirror-r3,15,0,1,1,1,1,1,True,15,False,,False,1,True,0.01938897780286452,0.01938897780286452,True,True
mirror-r3,16,0,1,1,1,1,1,True,16,False,,False,1,True,0.02438340811253996,0.02438340811253996,True,True
mirror-r3,17,0,1,1,1,1,1,True,17,False,,False,1,True,0.009955783083776693,0.009955783083776693,True,True
mirror-r3,18,0,1,1,1,1,1,True,18,False,,False,1,True,0.008037301900838869,0.008037301900838869,True,True
mirror-r3,19,0,1,1,1,1,1,True,19,False,,False,1,True,0.009346382288840958,0.009346382288840958,True,True
mirror-r3,20,0,1,1,1,1,1,True,20,False,,False,1,True,0.012388972687027183,0.012388972687027183,True,True
mirror-r3,21,0,1,1,1,1,1,True,21,False,,False,1,True,0.01801466594063894,0.01801466594063894,True,True
mirror-r3,22,0,1,1,1,1,1,True,22,False,,False,1,True,0.00499284742275139,0.00499284742275139,True,True
mirror-r3,23,0,1,1,1,1,1,True,23,False,,False,1,True,0.006313262554060858,0.006313262554060858,True,True
mirror-r3,24,0,1,1,1,1,1,True,24,False,,False,1,True,0.014552880328180222,0.014552880328180222,True,True
mirror-r3,25,0,1,1,1,1,1,True,25,False,,False,1,True,0.006032743630113607,0.006032743630113607,True,True
mirror-r3,26,0,1,1,1,1,1,True,26,False,,False,1,True,0.009577756891771457,0.009577756891771457,True,True
mirror-r3,27,0,1,1,1,1,1,True,27,False,,False,1,True,0.036810603706565956,0.036810603706565956,True,True
mirror-r3,28,0,1,1,1,1,1,True,28,False,,False,1,True,0.020900450884886856,0.020900450884886856,True,True
